"ocr_urls_link","ocr_urls_date_date","ocr_urls_date_user","ocr_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 16, 2020 8:49 PM","gelong","Hantam sajalah labu..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 16, 2020 9:02 PM","123eztrade","gelong, u r right la ....no time to think anymore.. just hamtam
2017, OCR hit 70 sen ..can it do it retest ???
In 2017 market volume was max 3b , nowadays can easily go to 10b..
In such a bullish scenario, imho, OCR at 70 sen is highly possible.....
go go ...go"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 12:32 AM","kuaTAKtahu","buy buy buy . ."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 12:35 AM","kuaTAKtahu","technically today breakup 45 sen, more upside intake
be mindful on the risk .. ."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 12:35 AM","kuaTAKtahu","may consider take profit tomorrow if share > 45 sen
let us hope and see"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 1:28 AM","mni75","Baca sini to understand... http://www.mrl.com.my/en/joint-statement-by-malaysia-rail-link-sdn-bhd..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 9:00 AM","kuaTAKtahu","time to take profit. . ."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 9:33 AM","dingdonghuat","time to take profit is this Friday and not today...that's all I can say"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 9:42 AM","kuaTAKtahu","i am selling my share"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 9:42 AM","kuaTAKtahu","good luck guys"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 9:51 AM","dingdonghuat","kuaTAKtahu i am selling my share
I dare to say, if u sell now, u will definitely super Tulan...trust me...wait..not today..and u can thank me later"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 10:05 AM","TerrenceLim","ok, i m buying more warrant D now....at 17.5 sen"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 10:15 AM","gelong","Hantam sajalah labu"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 10:32 AM","kuaTAKtahu","dingdonghuat -TQ for u sharing . Nasib baik sudah jual"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 10:32 AM","kuaTAKtahu","Else i sure tulan tak let go at 45sen . . now 40.5 /41.0"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 10:33 AM","kuaTAKtahu","let go 3 m OCR at avg price of 44.3 sen"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 10:55 AM","gelong","Kakakikikuku, good on you mate"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 11:00 AM","dingdonghuat","Lich what's for lunch guys?
It will be a fantastic....filled with dreams and fantasies...haha...waiting anxiously...90 minutes to sth BIG!!!!"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 11:12 AM","Lich","chase!! chase!! chase!! volume coming back."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 11:16 AM","WaaTakTahu","I also let go 5 m OCT at ave price of 44.3, stupid"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 11:16 AM","WaaTakTahu","how about VC, how many let go at loss?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 11:42 AM","dingdonghuat","i think the press is now there....heard some ""big shots"" at the event...its now or never.....
Lich, pray hardx2...."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 12:06 PM","TerrenceLim","i just average up at 18 sen....looks good....easily can go 30 sen...."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 12:08 PM","Lich","Thats the spirit, bro!"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 1:19 PM","gelong","Ini cerita sudah lama, kasi cerita baru sikit la"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 1:47 PM","doglover","they must spread this kind of old good news.. if not how they sell their ticket."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=105","Jun 17, 2020 1:57 PM","gelong","Kakakikikuku"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 2:38 PM","Tiuniaseng2020","kikiki.... ini kaunter serupa mcm nama saya"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 3:00 PM","gelong","Itu macam Ada ong la, cheers mate"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 3:16 PM","Tiuniaseng2020","*krik krik krik*"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 3:43 PM","HT8HUAT","OCR-PA tak jalan la...0.045 sunyi je"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 3:52 PM","Tiuniaseng2020","sahabat WaaTakTau & KuaTakTau.... ada ape yang anda tau boleh share ke?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 4:22 PM","kuaTAKtahu","Read somewhere , Macquarie Bank only managed to buy 4-5 m OCR share
Not 98m share
Please run your research 100% , luckyman"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 4:23 PM","kuaTAKtahu","Share price has rebound too much . .
Time to cabut. . ."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 4:23 PM","kuaTAKtahu","Good luck to u all . . ."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 4:37 PM","gelong","Kakakikikuku, aramak"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 4:47 PM","zhangliang","don worri, announce soon coming coming. weakness buy more no regrets. EPF oso buying, nth 2 worry"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 5:17 PM","Tiuniaseng2020","nanti kaunter ini kata: hodl my beer"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 5:54 PM","TerrenceLim","further top up at 18...target 30 sen"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 6:04 PM","kuaTAKtahu","sell .. sell .. sell .."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 6:04 PM","kuaTAKtahu","profit taking. . ."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 6:06 PM","kuaTAKtahu","Bought earlier OCR-WD 09/06 , today let go .at avg 18.6sen"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 6:45 PM","gelong","Toptip"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 17, 2020 10:39 PM","kuaTAKtahu","OCR may continue drop tomorrow .. ."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 8:18 AM","Playmaker","Drop till what price can buy back?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 8:53 AM","gelong","2 kupang"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 9:02 AM","WaaTakTahu","Now I change my mind OCR shall continue to go up tomorrow.. ."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 9:02 AM","WaaTakTahu","buy... buy .. buy"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 9:11 AM","gelong","Kikikakakuku"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 9:26 AM","Tiuniaseng2020","tiu tiu tiu"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 9:58 AM","kuaTAKtahu","As expected, OCR drop 1 sen to 41sen"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 10:09 AM","Lich","your mummy must be so proud of you..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 10:30 AM","Tiuniaseng2020","kikiki... nanti jgn fomo sial ya kuaTAKtahu..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 10:47 AM","Playmaker","Up liao, miss the boat"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 10:55 AM","Lich","i think i want to have omakase for lunch later..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 10:56 AM","vegebotak","OCR PA STILL CAN TAKE ?
CONVERT AT 45 SEN, 1 TO 1 EXCHANGE...... VERY SMALL PREMIUM..... GEARING WILL BE 10X AT CURRENT PRICE AFTER OCR ATTACK 45 SEN
NEED SIFU HERE TO CLARIFY"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 10:59 AM","HT8HUAT","Damn..today up alot la...OCR woohooo...comeon boost OCR PA too"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 11:06 AM","Mandalorian","@Lich i think i want to have omakase for lunch later...
Mmm...add a glass of warm Nihon Sakari, perfect it shall be."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 11:06 AM","gelong","Apa nak jadi, sampai sikalang x jual lagi, a tribute to SM silam"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 11:09 AM","TerrenceLim","syiok, looks like warrant D can up to 30 sen when mother break resistance of 50"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 11:19 AM","HuatAh8809","seems like could be tonight"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 11:27 AM","Playmaker","OCR-PA cannot make it la, unless OCR hit 50 cent or above"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 11:27 AM","Playmaker","Buy WD better"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 11:30 AM","hihi_ong","shud buy more mother n wd, pa a bit slow"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 11:32 AM","HT8HUAT","PA so powerless meh....lai lai boost power PA"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 11:33 AM","Playmaker","If can wait then only buy PA, if OCR=60 cent, PA fair value 15 cent"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 11:36 AM","HT8HUAT","PA need very patient...if can increase to 15 cent...fuiyohhh"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 11:39 AM","gelong","Fuyou, terjun sungai ma, kasi sujuk sikit"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 11:55 AM","Playmaker","Calm down calm down haha"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 12:27 PM","Tiuniaseng2020","Saya dengar kaunter ini ada kaitan dgn 1201 dan 7158"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 1:42 PM","OCRinsider","guys, good luck, don't fall into the retail trap, whatever good news were a big smoke screen, that's all i can say on this matter"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 2:05 PM","123eztrade","WD is so strong today. ...hmmmm..something good is coming ??"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 2:07 PM","WaaTakTahu","Expected Wrongly, OCR now up."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 2:08 PM","WaaTakTahu","KuaTakTahu now KuaTofu.."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 2:08 PM","WaaTakTahu","Not only OCR expected wongly, VC also expected wrongly"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 2:09 PM","WaaTakTahu","Now money very stick and stuck every where, this is KuaTakTahu apa nak buat sekarang"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=106","Jun 18, 2020 2:25 PM","OCRinsider","last chance to clear before big vol disposing tomorrow"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 2:26 PM","HuatAh8809","looks like warrant D can break 25 easily today"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 2:29 PM","Playmaker","Thanks OCRinsider"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 2:32 PM","gelong","Bla bla black ship"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 2:38 PM","thehunters","A good article that highlights OCR and ECAR not ECRL
https://bio-protocol.org/e2850"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 2:49 PM","Playmaker","Hahahaha"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 2:53 PM","kuaTAKtahu","Share run too fast . .."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 2:53 PM","kuaTAKtahu","Sell more . . .before collapse"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 3:03 PM","JackTan1217","schedule to annouce shortly, the company has secured a 1.5bn project, JV with an established constrsuction com..the value is like 20 years of their current revenue...good money, that is why people are buying....fair value should be min double of current price"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 3:07 PM","Lich","tunggu apa lagi. ayuh....sai lang!"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 3:09 PM","gelong","Oraitumundo"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 3:11 PM","HuatAh8809","jack, please dont leak it out...let market stun"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 3:34 PM","gelong","Ken"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 3:41 PM","HT8HUAT","Ini kali la...PA"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 4:03 PM","gelong","Yahu"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 4:10 PM","WaaTakTahu","nonses... Share run too slowly . ..Buy more . . .it is going up some more, stupid"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 4:11 PM","handsome5555g","Limit up tomorrow ? I heard good news. Announcement coming soon maybe. Monitor"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 4:11 PM","WaaTakTahu","KuaTakTahu now already toufu... his stock become my stock and the price keep going up"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 4:11 PM","WaaTakTahu","VC when he bought high, i sold to one."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 4:12 PM","WaaTakTahu","Lich, sai lang is correct!"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 4:13 PM","WaaTakTahu","""As expected, OCR drop 1 sen to 41sen
18/06/2020 9:58 AM"" soh chai quoted this morning. Toufu now"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 4:15 PM","WaaTakTahu","""Sell more . . .before collapse
18/06/2020 2:53 PM"" KuaTakTahu, now up 0.01, 0.43 done, so SudahTahu ke Taufu? Your Stock become my stock already ha ha"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 4:27 PM","blademaster","I don’t think the announcement is tomorrow, should be next week. Conversion shares 50cents, I had collected 300tickets, awaiting next week, stay tune."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 4:43 PM","gelong","120"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 4:45 PM","HuatAh8809","Looks like mother can easily break 50 sen, after seeing management convert pa at 50 sen"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 4:48 PM","gelong","Father Tak ade ke"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 4:50 PM","steven rt","The PA conversion is July 2021"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 5:07 PM","gelong","Anytime"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 6:54 PM","handsome5555g","Wah tmr confirm gap up. Possible to limit up too looking at the 50 cents conversion"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 7:10 PM","gelong","Wah"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 7:36 PM","hihi_ong","limit up tmr is for sure tmr the market will stun"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 7:50 PM","Playmaker","Lol so smoky here"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 8:01 PM","happywin","yeah...tmr up up up"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 8:55 PM","123eztrade","wah...WD is really v.good.. WD up 1.5 sen, mother up 0.5 sen
now WD is trading at 1 sen discount
won't be surprised tomorrow WD will trade at premium just like PA
OCR strong buy
OCR WD strong strong buy"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 8:55 PM","HuatAh8809","ok, tomorrow continue to chase to above 25"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 10:12 PM","WaaTakTahu","where is tat, KuaTakTahu? ha ha ha, now dia sudah Taufu, tomorrow more up up up lor"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 10:15 PM","Playmaker","Lol 25 only say la"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 10:26 PM","handsome5555g","OCR - wd can hit tp of 0.3 if the mother share limit up tmr"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 10:37 PM","Playmaker","If"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 11:25 PM","kuaTAKtahu","KuaTofu nice to eat . . .white and soft"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 11:25 PM","kuaTAKtahu",".
WaaTakTahu - seem like miss me a lot.. . I already have bf. . don't miss me too much
."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 11:25 PM","kuaTAKtahu","Share run so fast, time to take profit"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 18, 2020 11:25 PM","kuaTAKtahu","Please consider your risk in OCR"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 19, 2020 7:33 AM","Playmaker","kuaTakTahu what to buy today?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 19, 2020 7:36 AM","gelong","Destiny"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 19, 2020 8:22 AM","JackTan1217","better buy when market opens, 3pm will have stg that get u excited"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 19, 2020 8:30 AM","Playmaker","No surprise already ma, everyone blowing d the 1.5b"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 19, 2020 9:06 AM","WaaTakTahu","kuaTakTahu, today you already finish"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 19, 2020 9:06 AM","WaaTakTahu","go and take a look at your VC"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 19, 2020 9:07 AM","WaaTakTahu","All you engagement Toufu"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=107","Jun 19, 2020 9:08 AM","WaaTakTahu","Today OCR up up up 0.015 some body already very very toufu liao"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 9:08 AM","WaaTakTahu",".
.
WaaTakTahu and kuaTAKtahu, who is who"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 9:18 AM","happywin","Can't wait to see OCR limit up, ocr go go go"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 9:34 AM","vegebotak","sold 0.435 , bye2"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 9:41 AM","Playmaker","Smart vege"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 10:55 AM","WaaTakTahu","i made so much at 0.440, how about KuaTakTahu, I sudah Tahu, dia sudah Toufu - go go go"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:13 AM","dingdonghuat","WaaTakTahu i made so much at 0.440, how about KuaTakTahu, I sudah Tahu, dia sudah Toufu - go go go
Maybe u can made muchx10 more if u will to hold JUST a little longer...haha"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:25 AM","vegebotak","Tango123 , how come u know ada announcement ? If it is real , SC can investigate u jor"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:27 AM","steven rt","what's happening? No show today."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:28 AM","Lich","vegebotak, if they dont create story, how are they going to sell to you and others?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:30 AM","ojai2009","Why wc no move today.."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:35 AM","birkincollector","lol Lice aint u one of the story creator?"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:42 AM","Lich","oooppss... ;-P"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:42 AM","happywin","it's ok they will regret when ocr announce later, be patient"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:43 AM","Lich","i am like a lalang. i follow the wind only."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:46 AM","Playmaker","Lol if no announcement then good luck. So call “announcement” was already factored in current price, who doesnt know that lol"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:48 AM","birkincollector","i dunno about news....but seeing the conversion price...its kinda ok"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:49 AM","dingdonghuat","wd flying high...0.22..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:49 AM","JackTan1217","see, coming adi, a slap to those non believer"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:49 AM","dingdonghuat","waataktahu.....itu hati ada sakit? mother also naik lagi"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:50 AM","happywin","ok let's see then"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:51 AM","happywin","u are right jack"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:54 AM","dingdonghuat","omg....mother hit 0.46"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:55 AM","SpicyMcDeluxe","From that day got news, if today dont have then next week also got news, kekw"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:56 AM","dingdonghuat","SpicyMcDeluxe From that day got news, if today dont have then next week also got news, kekw
smart ass"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 11:59 AM","JackTan1217","still not too late...later 3pm, u guys will be damn regret"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:07 PM","blademaster","300ticket collected, sit tight.. I believe announcement next week.."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:08 PM","happywin","excited... ocr up up up"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:13 PM","happywin","I believe is today then the price will up to another lvl xD"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:17 PM","SpicyMcDeluxe","Congrats all wohooo"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:21 PM","Lich","krik krik krik..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:23 PM","dingdonghuat","itu Kuataktahu mana???? sudah hilang????"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:23 PM","dingdonghuat","sorry, its waataktahu....very damn confusing...haha"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:28 PM","gelong","Kakakikikuku, ini macam gua mau telejun sungai ma ahak"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:40 PM","investorgogogo","https://www.bursamalaysia.com/market_information/announcements/company..."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:42 PM","dingdonghuat","its OUT!!!!"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:42 PM","dingdonghuat","prepare to fly 2nd half!!!!"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:43 PM","birkincollector","working with state government....sure fly la"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:45 PM","handsome5555g","Wah gap up confirm later....Tp 70 cents....flyy high liao"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:47 PM","Lich","Pahang State Government wo.. Summore with Agung punya home. Must be huge contract!!!!"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:48 PM","happywin","omg can't wait to see ocr become top10 or limit up later... damm excited"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:50 PM","Lich","Shit la. Should have bought warrant wd."
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 12:52 PM","thehunters","The JV has been called off, Bursa type the wrong company name as OCR, the correct name is OCK"
"https://klse.i3investor.com/servlets/forum/800001291.jsp?ftp=108","Jun 19, 2020 1:04 PM","happywin","don't make ma laugh"
