"cmsb_ruls_link","cmsb_ruls_date_date","cmsb_ruls_date_user","cmsb_ruls_date_comments"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 11, 2021 11:07 AM","firehawk","Lan Big No Brain"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 11, 2021 12:47 PM","maggigoreng","@bigzakar why is today the last day? tmr delisted?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 11, 2021 4:11 PM","monetary","privatise at 99c!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 11, 2021 4:57 PM","wssvin","Lan Big No Brain
Fully agree"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 11, 2021 5:17 PM","kami82","All Sarawak politician in KL to see Mahiadin.
They should pull out the support now. Give chance to new PM
Posted by monetary > Jul 30, 2021 8:40 AM | Report Abuse
tiu lor! political turmoil. back to 1.06???"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 11, 2021 8:42 PM","Trump2021","Guys , today @1.05 tell you what ? The cat is dead ! No magic and no power !"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 12, 2021 8:20 AM","monetary","today below $1?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 12, 2021 9:56 AM","TedTock","Needs good news."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 12, 2021 5:59 PM","Trump2021","What good news you are expecting in nowadays Malaysia or Sarawak ? Worst is coming on the way...with a group of very honest and able political leaders.....what a big joke!
Covid-19 seem like free out already. Can Malaysia succeed in the fight against covid ??? Wait and see....!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 13, 2021 6:33 PM","kami82","If Sarawak continue to support PN, sure they will down again with Azmin.
Time to change Sarawak. Make a bold move. Choose a better side.
Muhyiddin is just a matter of time to be pull down"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 13, 2021 6:33 PM","kami82","If Sarawak continue to support PN, sure they will down again with Azmin.
Time to change Sarawak. Make a bold move. Choose a better side.
Muhyiddin is just a matter of time to be pull down
Posted by Trump2021 > Aug 12, 2021 5:59 PM | Report Abuse
What good news you are expecting in nowadays Malaysia or Sarawak ? Worst is coming on the way...with a group of very honest and able political leaders.....what a big joke!
Covid-19 seem like free out already. Can Malaysia succeed in the fight against covid ??? Wait and see....!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 13, 2021 9:43 PM","monetary","should have found the bottom alrdy. probably will sideway until parliament meeting in September."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 13, 2021 9:46 PM","monetary","any delay in budget 2021 readout is negative to cms."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 14, 2021 8:47 AM","Bgt 9963",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=130","Aug 14, 2021 9:58 AM","stockraider","Go Go Go"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 15, 2021 10:29 AM","TedTock","It’s mid august. We should expect them to announce kpmg’s findings and say it’s all clear soon."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 15, 2021 10:31 AM","Bgt 9963",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 15, 2021 10:42 AM","stockraider","Good Buy"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 15, 2021 12:44 PM","warrenchok90","Dont understand this stock… monopoly business also could drop like this… even other small company can up gradually."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 15, 2021 3:48 PM","monetary","Good buy or good bye? Tomorrow will know."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 15, 2021 8:56 PM","TedTock","Good buy for sure. It won’t be down forever. This price is not the norm."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 9:25 AM","BigZakar","Just buy it, no need talk !!!!!!!!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 1:58 PM","charlie chia","Quarter result shd out by next week
Just look out"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:09 PM","bilisutara","Why CMSB up 4.5%? Any good news. QR?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:10 PM","warrenchok90","Seem got good news soon."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:16 PM","Bgt 9963",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:23 PM","Calvin882","Investors overreact on the recent issues. Bound to rebound"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:23 PM","bilisutara","Political issues?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:25 PM","warrenchok90","This time might not politic issue bro… almost end of the year kpmg say end of ogos will issue the qr."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:31 PM","warrenchok90","Its keep going up. And reached another resistant. Soon 1.17"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:31 PM","Calvin882","Audit report by KPMG will be released by end Aug"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:31 PM","bilisutara","Past QRs always good. Hope same performance for this June's QR."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:38 PM","Calvin882","The audit report by KPMG is much important than QR"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:40 PM","bilisutara","CFO's issues.?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:42 PM","bilisutara","Aaahhhhh... Q at 1.10... Price up to 1.13..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:49 PM","BigZakar","Rm1.50 coming this week.........yeah!!!!!!!!!!!!!!!!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:54 PM","williamtkb","Coming QR must be very good."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 4:55 PM","Calvin882","Seems like tomorrow will open high"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 5:07 PM","TedTock","Kpmg report positive + good QR. I hope you’re ready :)"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 5:11 PM","Calvin882","Hopefully the audit report is positive, CFO reinstated and good QR. Potentially go back to 2.0"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 16, 2021 5:44 PM","monetary","CFO is easily replaceable. just get rid of all the crooks. without governance issue funds will buy back."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 17, 2021 7:50 AM","CHLEONG888","Will break 1.20 today?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 17, 2021 8:43 AM","TedTock","We shall see. No one has a perfect crystal ball."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 17, 2021 8:47 AM","Bgt 9963",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 17, 2021 8:51 AM","BigZakar","hope can up at least 15cents on today......."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 17, 2021 9:13 AM","TedTock","As long as it continuously goes up, I’m good"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 17, 2021 11:13 AM","lawpc128","Cmsb is Sarawak bluesct chip with good business - cement factory, smelter , kenanga investment , telco towers, infrastructure, etc. With state elections soon this company shares have good chance to go up."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 17, 2021 11:48 AM","charlie chia","Can monitor as fell off from 2.52 to 1.03"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 11:11 AM","Luckyboy88","All my counters all moving, no jokes!!
1) ARANK
2) lbalum
3)cmsb
4) kub
Lsteel still hibernate.
For CMSB, dun scare by the que at 1.2. Intrinsic value is much much higher than price trading now 1.17/1.18
KPMG will gave u all good news end August.
Cheers!!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 11:14 AM","TedTock","And insiders know the news obviously ;)"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 11:19 AM","Calvin882","Obviously well played by insiders. Create panic and by pushing down the price and now buy back from low."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 11:23 AM","TedTock","This counter can do so much better than 1.20, just hold it to the moon"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 11:24 AM","Luckyboy88","4 ur info arank momentum just coming.
Can monitor, buy or sell up to individuals.
My TP 0.85"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 11:48 AM","lofan73","the most stable government in the word is sarawak"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 11:48 AM","lofan73","in the world..nobody can shake them"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 1:13 PM","Target1","HUAT $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 2:08 PM","Target1","TP 2.00$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 2:33 PM","dompeilee","Added more CMSB @ 1.13-1.14...recommended 2 premium clients."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 2:39 PM","monetary","wow? which broker?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 2:40 PM","TedTock","And I believe the frenzy hasn’t started. Just hope it sustains this time."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 2:43 PM","monetary","the frenzy starts when many sideliners rush in when the next PM is announced & politic becomes stable. the madness comes after budget 2022 readout"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 2:54 PM","TedTock","1.20 cleared"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 2:57 PM","monetary","it's daughter Kananga kena fried as well!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 2:59 PM","Investeye","Hope sky is clear after the rain.."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=131","Aug 18, 2021 3:03 PM","dompeilee","Double bottom confirmed...lots more upside in store =)"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 18, 2021 3:11 PM","Target1","$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 18, 2021 3:56 PM","monetary","mother & daughter hand in hand. fly fly fly!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 18, 2021 3:58 PM","tamp0i","Those who haven't onboard please do so quickly ah... Don't miss it like last November 2020 ok hahahaha"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 18, 2021 3:59 PM","monetary","it's she has a son called kkb? kikiki..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 9:04 AM","Moratorium","Looks like GPS holding the key to next PM. More projects going to Sarawak and can guess the benefactor would be this counter..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 10:47 AM","SamLiRainMaker","price will move up once political stable."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 10:49 AM","masterus","Bn linked counters may rise"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 11:05 AM","williamtkb","Yahoo.... 1.14 again..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 11:07 AM","williamtkb","Just collect back some tickets sold yesterday."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 11:07 AM","williamtkb","Just collect back some tickets sold yesterday."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 12:12 PM","warrenchok90","Damn bo lat liao?? Should have sel morning =.= i stuck 1.176"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 12:49 PM","masterus","If UMNO PM win vote of confidence in Parliament, all BN linked counters will up highest in history. Stay tune"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 1:28 PM","CHLEONG888","Which are bn linked counters?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 2:06 PM","masterus","https://www.theedgemarkets.com/article/lead-story-bnlinked-counters-sh..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 2:34 PM","masterus","https://www.thestar.com.my/news/nation/2021/08/18/exclusive-king-calls..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 4:59 PM","bilisutara","masterus If UMNO PM win vote of confidence in Parliament, all BN linked counters will up highest in history. Stay tune.
Including CMSB. Initially formed by BN team."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 5:13 PM","Bgt 9963",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 5:20 PM","bilisutara","Good day friends.."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 19, 2021 7:27 PM","warrenchok90","This counter actually high revenue. But why so undervalue??"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 20, 2021 7:43 AM","TedTock","The door is wide open. It’s whether you want to enter or not. Sooner or later that door will close."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 20, 2021 7:56 AM","monetary","???? door closed? privatise?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 20, 2021 8:04 AM","Keyman188","Not the market door close...
Only his door closed...
This fellow already stuck so desperately approaching members here support...
Wkwkwk...kekeke...hehehe..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 20, 2021 8:54 AM","Bgt 9963",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 20, 2021 8:56 AM","stockraider","Good morning"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 20, 2021 10:35 AM","Investeye","If above 1.10 , the game is still on"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 20, 2021 10:40 AM","Yeo Michael","It seem that cmsb share is under value .Is one of the largest listed company in Sarawak. And most of the subsidiary is in good financial positions."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 20, 2021 11:07 AM","Yeo Michael","Sarawak election coming soon, can buy some to keep."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 21, 2021 9:19 AM","warrenchok90","See cfm only earning few million but can give 20 sen dividend and fly so high… higher value than this earning 80 million per quarter counter… damnnnn lol…"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 21, 2021 10:22 AM","TedTock","People refuse to see what’s in front of them lol"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 21, 2021 10:29 AM","ivanlau","If based on most "" conservative "" forward eps 16 x average pe 13 , the fair value in 2021 will be rm 2.08, today closing 1.17, think about that......"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 21, 2021 11:00 PM","buydadipshortdavixs","It does not look good at all guys. With the investigations and all. They will be fines but no jail time...."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 22, 2021 12:38 AM","DrLimKH","broke 1.06 3x. DCB
expanded flat tp 94-84"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 22, 2021 12:40 AM","DrLimKH","qr2 unlikely good. less activity less billing. qr2 from extraordinary gain, not operation"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 22, 2021 12:41 AM","DrLimKH","future will be good. cycle low not complete. final leg down to 2Ce otw."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 22, 2021 12:44 AM","DrLimKH","plenty Delta...hard to control huge border. border towns easy infected from Kalimantan"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 22, 2021 1:34 AM","Icon 888","Tutup mata beli sahaja…simpan 3 bulan"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 22, 2021 6:58 AM","warrenchok90","DrLim. They are monopoly business in sarawak… if about delta should have effect whole malaysia but not only this counter. You should compare this with others company about their revenue cash flow everything. Just lack of supporter in this counter."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 22, 2021 7:02 AM","warrenchok90","And this is umno counter too… gps supported umno. Else umno wont be new pm."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 22, 2021 11:41 AM","Bgt 9963",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 22, 2021 12:42 PM","oldguy","Estimate investigation report before end August.waiting the report before in."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 22, 2021 2:16 PM","Sky Liew","Actually is need see report kpgm"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 22, 2021 6:18 PM","TedTock","It should be out next week"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 22, 2021 7:40 PM","charlie chia","Next week maybe Quarter result out
Shd be good
Look to breakout 1.25"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 22, 2021 9:52 PM","Trading4living","Windy mill news that Deputy PM is from Sarawak due to GPS supports.."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 23, 2021 8:21 AM","monetary","DrLimKH. Don't buy cms. Buy gloves. Gloves result 100% good. hehe...."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 23, 2021 8:52 AM","Bgt 9963",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 23, 2021 9:40 AM","BigZakar","it can go higher on this week.......................hold tight!!!!!!!!!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 23, 2021 10:27 AM","Yeo Michael","Sarawak election coming soon, few big bridge projects started already,new chemical plant started operating. $$$$$, coming"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 23, 2021 10:29 AM","warrenchok90","If good news fly high. If bad news drop hell. 50/50 i choose to sell first guys… good luck… will buy in too if it break 1.22"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=132","Aug 23, 2021 10:29 AM","Keyman188","Sudah darurat sampai next year sekarang nak cakap election lagi...
Amboi..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 23, 2021 6:01 PM","monetary","going to fly this week."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 24, 2021 9:49 AM","wssvin","I have been wondering , why is that Lembaga Tabung Haji is selling like hell. Do they had insider News already about KMPG (Bad News)"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 24, 2021 10:28 AM","monetary","u dont know what's their plan. they can sell high buy back a low price."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 24, 2021 10:38 AM","dompeilee","Bought MORE CMSB @ 118c"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 24, 2021 4:41 PM","monetary","umno back in power. funds busy buying back?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 24, 2021 7:38 PM","oldguy","Foresee Share price won't move much before kpgm report out."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 24, 2021 9:07 PM","CHLEONG888","grab more grap this golden opportunity, hope it will be back to 2.00"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 24, 2021 9:13 PM","Colgate","交易是一种心理游戏。这就是为什么大多数人输钱，因为他们不能控制自己的情绪。这也是受我们盛行的文化影响，不遗余力地沉溺于享乐。"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 8:23 AM","Maxireturn","Patience and emotion control are the keys to success in successful investing.."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 8:24 AM","Maxireturn","Just wait until it goes back to above rm2 level"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 8:35 AM","Bgt 9963",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 9:41 AM","Trader258","What don't go all in and then wait until RM2.00, plus your patience and control, smart one? LOL."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 9:54 AM","monetary","Those who mention kpmg reports. I assume the repost is negative. It will reveal how some crooks misused company fund in the IT division. The bid chunk of losses was in Pan Borneo Highway project. ""WAS"". Past tense. All losses has been reflected in past financial reports. How is it going to affect CMSB moving forward after those crooks has been removed? If u think market is forward looking kpmg report isn't your main concern. Political stability & budget 2021 is your main concern."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 9:55 AM","monetary","1.27 alrdy. Still kpmg?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 9:58 AM","dompeilee","=) Go higher! =)"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 10:01 AM","Maxireturn","Stu**d one can do what u want..smart one will never ALL in..LOL"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 10:05 AM","Target1","HUAT$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 10:06 AM","Target1","TP 2.00 $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 10:08 AM","treasurehunt","Recovery theme now."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 10:14 AM","warrenchok90","While cfo suspended yet the stock still fly. I sold earlier damn=.= so sad"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 10:14 AM","williamtkb","rm2 only can consider recovery. Still far away to above rm2"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 10:19 AM","warrenchok90","Its already break r1. RM1.29"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 10:21 AM","dompeilee","dompeilee Bought MORE CMSB @ 118c
24/08/2021 10:38 AM
TOOK SOME PROFIT on my earlier 109-117 purchases from 128-131...JUST in case! =)"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 10:24 AM","williamtkb","No limit up... No need to buy now. Waiting limit up only buy."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 10:26 AM","Investeye","Will see some consolidation at 1.3x before more to 1.5 !"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 10:55 AM","williamtkb","Don't think today can close above Rm1.31. Road block @rm1. 32"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 11:08 AM","Calvin882","Target is above 2.0"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 11:16 AM","williamtkb","rm2 maybe far away. But can be very near if limit up 3 days."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 11:37 AM","warrenchok90","Anyone had news about the cfo being suspend?? This is the only thing i worried about… else i will hold till next year."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 11:38 AM","warrenchok90","If kpmg investigation is positive nothing wrong i sure buy more."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 2:15 PM","dompeilee","So fast already pomchet lol"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 2:36 PM","williamtkb","Sold Rm1.30... Waiting they sell red to collect back."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 2:45 PM","dompeilee","Can hardly believe now that I SOLD my 2020-trapped shrs @2.3733 this year for a small gain...but I did! =D"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 25, 2021 3:59 PM","Bgt 9963",""
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 26, 2021 10:07 AM","monetary","seems like the party continues. those sold yesterday buy back soon?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 26, 2021 9:30 PM","oldguy","if QR result is good and kpmg report acceptable, maybe the price will toward rm1.50"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 26, 2021 10:21 PM","CHLEONG888","Hopefully tomorrow got great show!!!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 27, 2021 11:40 AM","Yeo Michael","Every quarter is earning profits,if combine the 4 Q, together the company have strong bottom line. This company share only worth RM1.25 only,
Air Asia lost billon combined the 4Q, the share still RM0.80 to RM 0.90, So which one is better. So, CMSB share really under value."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 27, 2021 2:21 PM","monetary","if today green candle can go in liao"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 27, 2021 2:39 PM","warrenchok90","The only matter now is kpmg report due to cfo mismanagement. That the only thing drag it down. If resume to normal of course 1.5 easily."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 27, 2021 3:00 PM","Yeo Michael","KPMG reports is the for checking the P&P whether is follow or not. If not they will verify and make recommendations to owner or share holder to improve it. It will not ask the company to close for business. The company is making money. Mismanagement definitely got, but not in the extent that make the company shut down."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 27, 2021 3:05 PM","Yeo Michael","Even this coming quarter is not make profit, we also understand is due to the lockdown."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 27, 2021 10:30 PM","DrLimKH","QR2 not out is Bad sign."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=133","Aug 27, 2021 11:15 PM","oldguy","will buy some to keep if the price drop after QR and KPMG report. Hope able to get it Rm 1"
